author_id,name,pos,org,paper_id
150843,"x q li",1,"China Institute of Atomic Energy",148914
367372,"mei xu",3,"University of Kentucky College of Medicine Department of Pharmacology and Nutritional Sciences",180262
227479,"li duan zheng",0,"Department of Pathology",105411
178134,"xiaowei huang",0,"National Laboratory of Superhard Materials",78942
118169,"lei qian",3,"Institute of Optoelectronics",198239
259166,"zhanqing yu",1,"State Key Lab of Power System",122313
401421,"jingjing wang",0,"Key Laboratory of Polyoxometalates",199140
154542,"lan sun",3,"Department of Chemistry",177377
340424,"shann tzong jiang",3,"Department of Food Science",185625
247933,"kecong ai",0,"Xian Institute of Applied Optics",116610
30161,"hongqiang li",1,"College of Civil Engineering",48985
377584,"xian yin leng",1,"Institute of Internal Combustion Engine",186148
24736,"hong xing zhang",5,"Henan Mental Hospital",130578
406173,"ping duan",3,"College of Basic Medical Science",202095
242298,"guo hong song",2,"Department of Breast Cancer Internal Oncology",113913
349704,"yi fan yang",4,"Institute of Nanochemistry and Nanobiology Shanghai University",169516
94325,"yuanjiang pan",3,"Department of Chemistry Zhejiang University",193672
34002,"w h song",1,"National High Magnetic Field Laboratory",13676
7773,"jian ping zhang",5,"nan",2893
13292,"jun wang",1,"Department of Orthopedics",103273
5495,"yanhong chen",1,"State Key Laboratory of Drug Research",1907
128438,"fashan wei",0,"Henan Province Bureau of Quality and Technical Supervision",55589
193465,"ying xu",2,"Department of Chemistry",86872
189583,"xinsheng zhao",0,"Institute of Environmental Science",84071
88935,"seik weng ng",2,"Department of Chemistry",38142
266562,"daiwen pang",4,"College of Chemistry and Molecular Science",147748
174722,"kun yao",10,"Department of Pathology",77484
308877,"m h liu",1,"Institute of Materials Physics",148746
54617,"lingxin chen",3,"Key Laboratory of Coastal Zone Environmental Processes",161337
200420,"wei cai",0,"Department of Electrical and Computer Engineering University of British Columbia",91043
384116,"hsiang wei lin",0,"Institute of Polymer Science and Engineering",189455
276405,"sheng wen",0,"Guangdong Key Laboratory of Environmental Resources Utilization and Protection",196645
388035,"zhiguo wang",5,"Jiangsu Provincial Key Lab of Pulp and Paper Science and Technology",191550
391,"hongwei zhang",4,"Tianjin University",77139
129356,"jianping wang",0,"Department of Computer Science",56046
80176,"l j chou",5,"Department of Materials Science and Engineering",33358
41686,"junhao chu",6,"Key Laboratory of Polar Materials and Devices",57976
48984,"guang tao fei",2,"Key Laboratory of Materials Physics",79201
168443,"maohua yang",1,"Graduate School",74022
20146,"guohua jia",2,"Fujian Institute of Research on the Structure of Matter",103820
191049,"y song",0,"General Research Institute for Nonferrous Metals",85513
292711,"kelong ma",2,"StateKey Laboratory for Oncogenes and Related Genes",140104
214687,"k h chan",2,"Department of Civil and Structural Engineering",98664
78025,"jun wen",4,"Department of Botany",184467
364891,"dong li",2,"Department of Biochemistry and Molecular Biology Tongji Medical College Huazhong University of Science and Technology",178693
123923,"didi gan",1,"College of Resource and Environment Engineering",53932
148371,"qin shen",4,"Department of Pathology Nanjing Jinling Hospital Nanjing University School of Medicine",64801
298850,"a pittner",2,"Federal Institute for Materials Research and Testing",143339
48948,"zhou peng",2,"Hunan Key Laboratory of Smart Grids Operation and Control Changsha University of Science and Technology",19571
9790,"cheng qian",3,"State Key Laboratory of Pharmaceutical Biotechnology",161748
36306,"zhengqi gu",1,"Hunan University of Technology",14477
105579,"l x jiang",2,"Key Laboratory of Agricultural Genetics and Breeding Biotech Research Institute Shanghai Academy of Agricultural Sciences",137916
347531,"yanbo sun",4,"State Key Laboratory of Theoretical and Computational Chemistry Institute of Theoretical Chemistry Jilin University",168400
225388,"hongyan wang",3,"College of Chemistry",104353
309998,"tao zeng",2,"School of Materials Science and Engineering Sichuan University",149509
396810,"l helfen",4,"European Synchrotron Radiation Facility ESRF",196261
48784,"hui zhao",3,"Laboratory of Functional Materials",90337
316953,"min fang",3,"Hubei University of Medicine Affiliated Taihe Hospital",153053
89829,"shie ming peng",2,"Department of Chemistry",47030
172878,"qiang zhang",4,"Institute of Aeronautical and Astronautical Engineering",76573
190213,"shengming ma",2,"State Key Laboratory of Organometallic Chemistry",84986
130996,"shuang ling",2,"Murad Research Center for Modernized Chinese Medicine Shanghai University of Traditional Chinese Medicine",56844
147234,"yu gui cui",6,"Center of Clinical Reproductive Medicine",64075
89829,"shie ming peng",8,"Department of Chemistry",47100
267717,"haixin lin",3,"State Key Laboratory for Physical Chemistry of Solid Surfaces",126466
223040,"shengkui zhong",0,"Guilin University of Technology",103118
18879,"xiaojun tong",2,"AVIC Beijing Institute of Aeronautical Materials",7306
263974,"h l xie",2,"College of Chemistry and Chemical Engineering",124735
101381,"gehui wang",0,"School of the Environment",43463
266370,"chang sheng huang",2,"Wuhan Center China Geological Survey",125827
249828,"xiao min ren",3,"State Key Laboratory of Information Photonics and Optical Communications",190956
957,"andrew j pollard",7,"National Physical Laboratory",276
141184,"xiayuan yao",3,"Beihang University",61268
83972,"bo zhang",2,"EHF Key Laboratory of Fundamental Science",34819
175440,"chengzhong yu",9,"ARC Centre of Excellence for Functional Nanomaterials",130083
234757,"chen jiu pang",0,"Henan Eye Institute",109801
15857,"beifen shen",7,"Department of Molecular Immunology",156317
72747,"jing liu",3,"Department of Biochemistry",129469
154310,"zhipeng tang",6,"The First Affiliated Hospital and Institute of Cancer Stem Cell",67491
321065,"youlong che",14,"Southwestern Institute of Physics",155566
8335,"fengshou zhang",0,"Department of Geotechnical Engineering",3089
266563,"zong li wang",3,"Department of Chemistry",125885
40171,"lunan yan",1,"Liver Transplantation Center",150256
212455,"yongsheng hou",3,"Department of Ophthalmology",97652
379864,"liangliang yin",2,"Key Lab of Materials Physics",187278
61909,"liangxin zhang",1,"Department of Logistics Command and Engineering",24883
37112,"xin zhang",2,"State Key Laboratory of Novel Software Technology",166114
91488,"z zhang",1,"Department of Optical Engineering",39231
209653,"ai dong wang",3,"nan",96488
79308,"s g yang",3,"National Laboratory of Microstructure",32880
126175,"c c hsieh",4,"Department of Obstetrics and Gynecology",54732
114545,"liying zhang",4,"School of Pharmacy Nanjing Medical University",49444
61747,"joeleff t fitzsimmons",13,"National Research Council Canada",24834
387902,"peng zhang",5,"Key Laboratory of Nonferrous Metals Chemistry and Resources Utilization of Gansu Province College of Chemistry and Chemical Engineering Lanzhou University",191470
2717,"xiao wang",0,"Department of Materials Science and Engineering",27371
157948,"yanjun sun",1,"Drum Tower Clinical Medical College Nanjing Medical University",69074
149125,"dingmei zhang",1,"School of Public Health Key Laboratory of Tropical Diseases Control Research Sun Yatsen University",65205
88750,"ming sun fu",1,"Hong Kong Univ of Science and",37189
13095,"guanxin zhang",4,"Beijing National Laboratory for Molecular Sciences Organic Solids Laboratory Institute of Chemistry",4982
276609,"cheng peng",1,"Beijing National Laboratory for Molecular Sciences Institute of Chemistry Chinese Academy of Sciences",131638
258092,"j h yen",5,"Division of Rheumatology",121765
124074,"weili yan",5,"ProvMinistry Joint Key Laboratory of Electromagnetic Field and Electrical Apparatus Reliability",106983
336579,"fang yan",1,"Department of Public Courses",163190
246191,"m sun",0,"National Engineering Research Center for Floriculture",115872
59977,"liyin shen",2,"Department of Building and Real Estate",118971
86308,"jingying jiang",0,"Tianjin Key Laboratory of Biomedical Detecting Techniques and Instruments College of Precision Instruments and Optoelectronics Engineering Tianjin University",184193
260130,"mingxing zhang",3,"Key Lab for Microbiological Engineering of Agricultural Environment of Agriculture Ministry",122792
153929,"xishan hao",4,"Department of Hepatobiliary Surgery Cancer Hospital Tianjin Medical University",67355
356592,"yi ting wang",5,"Institute of Microelectronics",173032
149695,"y wei",0,"Institute of Cardiovascular Research",65357
101666,"hui liu",0,"School of Biological and Chemical Engineering",106442
6412,"yan zeng",1,"Lingnan University College",141663
204255,"hongqing wei",3,"Xiangtan University",93578
346169,"wei lin",0,"Invivo Corporation Philips Healthcare",167649
407354,"zhilan zhang",2,"Testing and Analysis Center",202608
289775,"huayu tian",7,"Key Laboratory of Polymer Ecomaterials",138829
75373,"qihua tan",7,"Institute of Public Health",31148
172498,"bo liang",15,"Academy of Disaster Reduction and Emergency Management",76315
166623,"ping chen",3,"Danisco China Co Ltd",72900
301731,"yuqi wang",4,"Institute of Seawater Desalination and Multipurpose Utilization State Oceanic Administration",145065
264625,"hui li",0,"Department of Pharmacy Shanghai Eighth PeopleS Hospital",125029
302851,"wei wang",3,"Division of Cardiology First Affiliated Hospital Harbin Medical University",145504
114955,"ming sheng zhan",3,"Center for Cold Atom Physics",49601
48480,"zhao meng",3,"Department of Obstetrics and Gynecology Guangdong Women and Children Hospital",19303
162256,"j n tang",3,"North China electric power university",71133
51968,"laiyun qing",2,"School of Information Science and Engineering",20930
1056,"wenguang zhang",26,"Inner Mongolia Agricultural University",395
79768,"zhenzhong zhang",0,"Key Laboratory of Silicate Materials Science and Engineering",33133
23200,"yun long fu",0,"School of Chemistry and Materials Science",37828
335197,"rui xu",0,"School of Mechanical Engineering Shanghai Jiaotong University",162546
306090,"xin sheng xu",0,"Institute of Industrial Engineering",147300
315775,"yongzhen huang",1,"Center for Research on Intelligent Perception and Computing",152471
364133,"hoon shim",6,"Transgenics Section",178328
237027,"gang xiong",1,"Qingdao Center for Intelligent Systems and Technology Institute of Automation Chinese Academy of Sciences",111042
92630,"xia guo",0,"Department of Chemical Engineering",66846
267213,"michael p jennings",14,"Institute for Glycomics",126234
255423,"jinyun chen",6,"Department of Immunology and Rheumatology",120143
225915,"xiaogang liu",0,"Department of Computer Science and Engineering Shanghai Jiao Tong University",104543
405429,"jichao zhang",1,"School of Civil Engineering",201616
355826,"gui jin",2,"College of Biomedical Engineering and Medical Imaging",172431
11872,"hao zhang",3,"CIMS Research Center",167838
253704,"yunxin wang",4,"Key Laboratory of Optoelectronics Information and Technical ScienceTianjin University",119389
356497,"jiashi sun",3,"Department of Physics",187303
440,"daowei liu",9,"China Electric Power Research Institute",195399
243851,"c h peng",0,"College of Mechanical Engineering",115038
103563,"yijun zhang",3,"National Synchrotron Radiation Laboratory",44472
405906,"fu jiang",2,"School of Information Science and Engineering",201955
369415,"xu xu",3,"Biochemistry Engineering Laboratory",181721
266646,"hu ming zhang",1,"Institute of Genetic Diagnosis of Chinese PLA",125932
3539,"jou fang deng",2,"Division of Clinical Toxicology",1036
105089,"en li",0,"No182 mailbox",44970
33181,"peng huang",7,"Department of Orthopedics 452nd Hospital of Chinese PLA",13187
404315,"edmund kwok ming li",4,"Department of Medicine and Therapeutics",201077
218463,"chunlei wang",1,"Advanced Photonics Center School of Electronic Science and Engineering Southeast University",100338
162791,"ming diao",2,"Key Laboratory of Oasis Ecology Agricultural",124418
17093,"peng guo",1,"Graduate University of Chinese",122889
25224,"wensheng yang",3,"College of Chemistry",173233
305035,"hong bo zhang",2,"Graduate University",146672
37079,"liang zhang",4,"Military Research Institute of Traffic Medcine",42187
173434,"yulei du",3,"Joint Laboratory of Nanostructural Materials and Technology",76817
211153,"yung chieh chan",3,"Genomics Research Center",96997
77746,"xingxiang zhang",3,"Tianjin Municipal Key Lab of Fiber Modiication and Functional Fiber",32279
172548,"tuanqing zhang",4,"School of Computer Science",76346
357540,"s baccaro",5,"CR ENEA CASACCIA",174037
338424,"boyu zhang",4,"School of Materials Science and Engineering Inner Mongolia University of Technology",163925
203950,"rirong yang",7,"Department of Immunology",97851
201763,"peng bo",2,"State Key Laboratory of Polymer Physics and Chemistry",92067
26828,"xiaoxing zhang",4,"School of Electrical Engineering",136814
386915,"jinnan zhang",1,"Key Laboratory of Information Photonics and Optical Communications",192901
33073,"lei pan",2,"Department of Special Medical Treatment Respiratory Disease",13155
257943,"jie zhang",5,"Department of Geography",121701
342239,"li yao",4,"State Key Lab for Mesoscopic Physics and School of Physics Peking University",165736
180714,"y huang",4,"Department of Histology",80339
116757,"patrycja nowak sliwinska",15,"Department of Medical Oncology VU University Medical Center",50249
396465,"j y guo",1,"Department of Chemical Engineering",196106
16608,"j xu",3,"Institute of Physics",118000
214685,"w chu",1,"Department of Civil and Environmental Engineering The Hong Kong Polytechnic University",161682
8151,"ting ting li",0,"College of Mathematics and Statistics Chongqing University",113672
18073,"haiyu lan",3,"Department of Geomatics Engineering University of Calgary",6998
86816,"stephen d degloria",4,"Dep Crop and Soil Sciences",36468
311735,"junjun jiang",0,"National Engineering Research Centre for Multimedia Software",150539
103711,"yijun zhang",4,"Department of Electronic Engineering and Optoelectronic Technology",44524
57325,"rushan lin",1,"Department of Radiochemistry China Institute of Atomic Energy",23353
28071,"dong chen",1,"State Key Laboratory of Supramolecular Structure and Materials",140137
18427,"jianping wang",0,"Department of Communication Engineering",55885
119278,"xing fu",2,"Zhejiang Rotary System Company Ltd",51604
312432,"jiang bo sui",0,"Department of Command Automation Naval University of Engineering",150999
173211,"yin zhu",0,"Department of Gastroenterology",76735
271135,"junyan rong",3,"Key Lab for Biomedical Informatics and Health Engineering",128451
376800,"fei lung lin",10,"Advanced Research Institute",185726
159347,"jia jia",3,"Institute of Scientific and Technical Information of China ISTIC",69820
399637,"w s kurth",9,"Department of Physics and Astronomy University of Iowa",198100
6147,"shusheng zhang",0,"Department of Chemistry",2154
113418,"jiancheng fang",4,"Fundamental Science on Novel Inertial Instrument and Navigation System Technology Laboratory",184291
183798,"jianghao wang",4,"Graduate University of Chinese Academy of Sciences",81481
313397,"fang fang he",2,"Department of Nephrology",151431
241564,"tong yang zhang",2,"State Key Laboratory of Hollow Fiber Membrane Materials and Processes",113578
30759,"liduo wang",1,"Key Lab Org OptoelectronME",64281
298891,"huinan zheng",1,"Mengcheng National Geophysical Observatory School of Earth and Space Sciences University of Science and Technology of China",197919
20829,"xiaoming hu",1,"School of Mechanical Engineering Shanghai Jiao Tong University",8278
154140,"yu qin",0,"School of Management Engineering",67450
403687,"laurent taupenot",8,"Department of Medicine 0838",200516
30160,"xingrong zeng",1,"College of Materials Science and Engineering",49054
139979,"s rizwan",5,"Beijing National Laboratory for Condensed Matter Physics Chinese Academy of Science",138024
354853,"xueqi li",6,"Department of Cardiology",171786
38695,"zhaoxiang wang",2,"Key Laboratory for Renewable Energy Chinese Academy of Sciences Institute of Physics",142465
377586,"bao guo du",3,"Institute of Internal Combustion Engine",186148
225861,"binlin pan",3,"Geological Scientific Research Institute of Shengli Oilfield Company SINOPEC",104468
133583,"guo quan ren",3,"Seventh Department",57634
89010,"yong qing huang",0,"Beijing Univ of Posts and Telecom",190863
43137,"weidong zhu",5,"Department of Applied Science and Technology",90465
286043,"haiquan li",34,"Institute of Millet Crops",136977
327701,"min zhang",0,"State Key Laboratory of Kidney Diseases",158865
78576,"xiangyu wang",1,"Faculty of Environmental Science and Engineering",32574
193916,"fanqin zhang",5,"Shanghai Veterinary Research Institute Chinese Academy of Agricultural Sciences",87108
190281,"guochen jia",2,"Department of Chemistry",85116
104021,"jianmei huang",2,"School of Traditional Chinese Medicine",44665
184030,"zhenguang chen",8,"Department of Thoracic Surgery",81611
12630,"q r cheng",0,"Key Laboratory for Green Chemical Process of Ministry of Education Wuhan Institute of Technology",4784
48036,"jia li",0,"Institute of Metal Research",19154
162156,"tian jing fan",0,"School of Power and Mechanical Engineering Wuhan University",71098
115157,"haifeng yang",0,"Department of Chemistry",123402
272194,"haifeng dong",3,"Beijing Key Laboratory of Ionic Liquids Clean Process Institute of Process Engineering Chinese Academy of Sciences",129340
32828,"xueqin tan",0,"School of Electronic Engineering and Optoelectronic Technology",12989
22878,"xiaoqing wu",4,"Composites Research Institute",9291
172964,"xiaohong lii",5,"Department of Health Statistics",76609
379808,"fangfei liu",2,"State Key Lab of Advanced Optical Communication Systems and Networks",187248
281458,"chendong han",2,"Endocrinology Department Jinan Military General Hospital",134439
132792,"dongyuan yang",3,"School of Transportation Engineering",90074
32737,"bo feng",5,"Key Laboratory for Advanced Materials",126770
52378,"junjie zheng",0,"State Key Laboratory of Proteomics",194849
33024,"fang xiang wu",4,"Division of Biomedical Engineering and Department of Mechanical Engineering University of Saskatchewan",13208
45632,"junfeng liu",3,"Laboratory for Earth Surface Processes",150300
59659,"xiaomeng fan",3,"Science and Technology on Thermostructural Composite Materials Laboratory Northwestern Polytechnical University",29218
323982,"chen xiaodong",3,"Tianjin University",156860
261951,"xiaoge hu",1,"Graduate School Chinese Academy of Sciences",123721
192512,"jian wei zhang",2,"Natl Key Lab Crop Genet Improv",86001
311732,"guangzhi qu",3,"Department of CSE",150505
1773,"gang chen",3,"College of Materials Science and Engineering",4915
14458,"qianqian li",1,"Graduate School",50649
311713,"wei min tang",0,"School of Computer and Information Technology",150468
24245,"shengnan jin",3,"Li Ka Shing Institute of Health Sciences",9923
407935,"cui qin",1,"Wuhan National Laboratory for Optoelectronics Huazhong University of Science and Technology",202880
200383,"xiping hu",3,"Department of Electrical and Computer Engineering",110389
164139,"m h chen",3,"Division of Gastroenterology",71897
60432,"perry ping shum",5,"School of EEE Nanyang Technological University",66296
336667,"yu hu",2,"Department of Civil Engineering",163215
324390,"xu cheng",2,"College of Electronic Information and Control Engineering",156989
123650,"yushuang luo",4,"Qinghai University Affiliated Hospital",53799
32848,"qilong feng",2,"School of Information Science and Engineering",13317
82926,"wei chen",0,"Department of Food Science and Nutrition Fuli Institute of Food Science Zhejiang University",177152
42197,"k k ding",2,"Dept of Energy and Power Engineering",16817
61778,"hongde xia",0,"Institute of Engineering Thermophysics Chinese Academy of Sciences",24845
141672,"hosam sheha",1,"Research Institute of Ophthalmology",61520
331508,"xuefei ning",4,"College of Life Science and Technology Xinjiang University",160698
135618,"aiguo wu",3,"State Key Lab Electroanalytical C",155113
2566,"katsuyoshi nishinari",3,"Department of Food and Nutrition",72901
31235,"y zhut",2,"Department of Biomedical Engineering",12424
359616,"peng cai",2,"School of Materials Science and Engineering",175127
398525,"s gao",4,"Key Lab of Organ Transplantation Department of Hepatobilliary and Pancreatic Surgery Zhejiang University",197469
250278,"srinivasa r vemuru",5,"Ohio Northern University",117745
387725,"lifang sun",2,"Department of Chemical Biology The Key Laboratory for Chemical Biology of Fujian Province",191377
194133,"qihua wang",1,"State Key Laboratory of Solid Lubrication",87279
254044,"ke guan",0,"ETSI y Sistemas de Telecomunicación Universidad Politécnica de Madrid",174330
20232,"y liu",0,"Hosp of East Hepatobiliary Surgery",39163
81897,"kamal alameh",2,"Electron Science Research Institute",107456
30318,"hongxu huo",3,"College of Water Conservancy and Civil Engineering",12201
8279,"lei han",0,"Tianjin Key Laboratory of Injuries Variations and Regeneration of Nervous System",99925
178166,"shidan yu",4,"State Key Laboratory of Superhard Materials",78985
63105,"wei zuo",8,"Key Laboratory of Lunar and Deep Space Exploration National Astronomical Observatories Chinese Academy of Sciences",75053
181015,"l gan",85,"Department of Physics",85559
206480,"yaohui zhan",3,"Key Lab of Advanced Optical Manufacturing Technologies of Jiangsu Province Key Lab of Modern Optical Technologies of the Education Ministry of China Soochow University",94860
72823,"fei jiang",2,"Joint Laboratory of Nanostructured Materials and Technology",30044
25919,"hong duo chen",6,"Department of Dermatology",112852
392364,"teng huang",1,"College of Civil Engineering",194220
164885,"jinghua wang",0,"school of Information Engineering",72163
94199,"jiu yan li",0,"Technical Inst of Physics and Chem",40421
129690,"suxia zhang",5,"Department of Pharmacology and Toxicology",68577
270939,"ruiping cheng",4,"Shandong Univ",128257
68697,"daqing wu",3,"Guangzhou Institute of Geochemistry",27976
368385,"dazhi hu",6,"Department of Applied Physics",181036
144567,"yu han",1,"Fourth Military Medical University Xijing Hospital Department of Otolaryngology",77499
195517,"zhong sheng tong",6,"Key Laboratory of Breast Cancer Prevention and Treatment of the Ministry of Education",88342
228129,"hao chang",2,"PLA Academy of Equipment",105793
30023,"dan wu",0,"State Key Laboratory of Food Science and Technology",12079
175880,"long ma",1,"Institute of Semiconductors",77904
16699,"tingting wang",2,"Department of Electrical Engineering",155320
146114,"yang wang",2,"Teaching and Research Unit of Hygienic Toxicology",63597
36162,"chao xie",1,"Department of Stem Cell Biology",14396
147489,"daniel dementhon",6,"Applied Physics Lab",64191
137414,"c y chung",4,"Department of Physics and Materials Science",115304
108714,"hong zheng",4,"State Key Laboratory of Biotherapy",46611
42985,"zhi yuan zhang",2,"Department of Neuropathology",17076
290668,"c f chau",3,"Dept of Food Science and Biotechnology",139219
203443,"weiping liu",2,"MOE Key Laboratory of Environmental Remediation and Ecological Health",92933
225274,"xuesi chen",3,"Key Laboratory of Polymer Ecomaterials Changchun Institute of Applied Chemistry Chinese Academy of Sciences",139047
123243,"xiaofeng qiu",5,"Key Lab of Inorganic Functional Material Universities of Shandong University of Jinan",53701
175130,"huiguang lin",4,"College of Traditional Chinese Medicine",77641
312185,"daxin wang",0,"Department of Chemical Engineering",150771
249541,"hui xiong",2,"Department of Management Science and Information Systems",158092
270516,"lin ye",2,"School of Computer Engineering",128070
136653,"xiaochun liu",2,"Department of Laboratory Diagnosis",59160
199583,"fen wang",4,"Department of Neurology Xuan Wu Hospital Capital Medical University",145869
80242,"h c chiu",0,"Graduate Institute of Public Health",121760
20099,"xingyu zhang",1,"School of Information Science and Engineering",7862
9528,"q sun",7,"Rongan Board of Health",3675
97891,"lin ge",7,"National Center for AIDSSTD Control and Prevention Chinese Center for Disease Control and Prevention",42077
29298,"xiangyu wang",0,"School of Mines",32604
381774,"tie jian feng",7,"Shenzhen HlthAntiEpidem Station",188269
62412,"yunzeng zou",7,"Institutes of Biomedical Sciences Fudan University",50128
25840,"bin chen",1,"Machine Learning Group",130929
234130,"lixi wang",1,"College of Materials Science and Engineering Nanjing Tech University",109397
368819,"tenghui zhang",4,"Department of General Surgery Jinling Hospital Medical School of Nanjing University",181237
377157,"mengtan liu",2,"Jiaozhou Bay Ecosystem Research Station Institute of Oceanology Chinese Academy of Sciences",185904
49802,"oscar c au",3,"Hong Kong University of Science and Technology",37462
109508,"shiann cherng sheu",0,"Department of Chemistry",46899
278571,"jie tan",3,"National Institute of Biological Sciences",132685
168773,"ming liu",0,"Key Lab of Materials Modification by Laser Ion Electron Beams",91944
209511,"lu yao",2,"College of Materials Science and Engineering Chongqing University",96142
81005,"m a tsai",3,"Department of Electrophysics",33626
321249,"chuangyin dang",2,"Department of System Engineering and Engineering Management City University of Hong Kong",155611
158836,"hao wang",4,"TsinghuaCUHK Joint Research Center for Media Sciences Technologies and Systems",69601
276961,"yang wang",6,"Fu Wai Hospital and Cardiovascular Institute",131899
18026,"gang wang",0,"College of Automation",6876
4432,"jingting jiang",15,"Department of Tumor Biotherapy The Third Affiliated Hospital of Soochow University",17473
305984,"zhi heng liu",2,"Institute of Orthopaedics",147237
6344,"xiaoru zhang",0,"Key Laboratory of Ecochemical Engineering",2497
119222,"philipp khaitovich",14,"MaxPlanckInstitute for Evolutionary Anthropology",51593
145002,"han kun zhang",4,"Shanghai Research Center for Modernization of Traditional Chinese Medicine",63132
125206,"chunxiang xu",1,"State Key Laboratory of Bioelectronics",71251
107690,"d s zhang",2,"Key Laboratory of Fiber Optic Sensing Technology and Information Processing",95873
79588,"s j liu",3,"University of Science and Technology Beijing",32929
117748,"shi yuyun",1,"College of Shipbuilding Engineering Harbin Engineering University",50580
20851,"yupeng tian",5,"State Key Laboratory of Coordination Chemistry",104886
107208,"guo long cai",4,"Zhejiang Hospital",45849
353686,"song chen",4,"Institute of Industrial Crop",171165
5455,"hui ji",1,"Department of Pharmacology",64012
27039,"chuan jian zhong",5,"Department of Chemistry State University of New York at Binghamton",10849
250826,"weishan zhang",2,"College of Computer and Communication Engineering",117990
103443,"yijun zhang",0,"Institute of Electronic Engineering and Optoelectronic Technology",44404
118976,"bin zhao",2,"Department of Chemistry",51279
341520,"xiao zou",4,"Department of Electronic Science and Technology",165448
283593,"a klimek",6,"AREVA T and D Automation",137373
74149,"xiuguo sun",4,"School of Materials Science and Engineering Shijiazhuang Tiedao University",30599
84108,"xiao liang liu",0,"Fundamental Science on Extreme High Frequency Laboratory School of Electronic Engineering University of Electronic Science and Technology of China",34958
167437,"yang chen",3,"State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation",73382
63179,"su zeng",2,"College of Pharmaceutical Sciences",193471
352512,"h zhang",1,"Center for Analysis and Prediction",170608
333916,"jiqiao yang",1,"West China Hospital West China Medical School Sichuan University",197067
224999,"xingjian lai",6,"Department of Diagnostic Ultrasound Peking Union Medical College Hospital Chinese Academy of Medical Sciences",104173
126147,"y n xie",2,"Institute of High Energy Physics",54729
11725,"yong zhang",1,"Polymeric Mat Research Institute",21416
83926,"jia jia",3,"Beijing Engineering Research Center for Mixed Reality and Novel Display Technology School of Optoelectronics Beijing Institute of Technology",69585
183847,"hua rong",0,"College of Life Science",81527
194734,"junbai li",4,"Beijing National Laboratory for Molecular Sciences BNLMS",87957
66590,"chengxiang si",1,"Graduate School",27181
266834,"jiping zhang",6,"Guizhou Provincial Key Lab for Inform Sys of Mountainous Areas and Protect of Ecological Envi",126057
297756,"xue duan",10,"State Key Laboratory of Chemical Resource Engineering Beijing University of Chemical Technology",142810
209733,"weijing yin",1,"School of Pharmaceutical Sciences",96283
24030,"lei liu",1,"Department of Ophthalmology First Affiliated Hospital of China Medical University",202052
111783,"nian liu",10,"Department of Respiratory Medicine Affiliated Futian Hospital Guangdong Medical College",48290
67868,"xiaomin zhu",2,"College of Information System and Management National University of Defense Technology",117979
1867,"li zhang",1,"School of Electrical Engineering",202342
68485,"yi xu",4,"Department of Neurosurgery Changhai Hospital Affiliated to the Second Military Medical University",180875
110588,"xuefeng feng",2,"Expect Ago Department",47603
227708,"yuangen yao",1,"State Key Lab of Struct Chemistry",150722
61720,"yudong zhang",3,"The Key Laboratory of Adaptive Optics Chinese Academy of Sciences",35373
2789,"yong cao",7,"State Key Laboratory of Luminescent Materials and Devices",39604
369891,"yun fang wu",1,"Institute of Seawater Desalination and Multipurpose Utilization SOATianjin",181968
119143,"jian min feng",3,"Dept of Polymer Materials Science",100886
1874,"zhenxing yue",1,"State Key Laboratory of New Ceramics and Fine Processing",60620
95329,"jürg utzinger",6,"Department of Public Health and Epidemiology",102450
150127,"lei song",3,"Key Lab of Universal Wireless Commun",194349
2359,"xiu wen liu",2,"Dept of Pharmacology",116228
311198,"guangyi li",3,"State Key Laboratory of Catalysis Dalian Institute of Chemical Physics",150184
186185,"qing bo qiu",3,"Hangzhou Key Laboratory for Animal Adaptation and Evolution",82634
119809,"y k kao",2,"Kao Yuan Inst of Technology",52000
18801,"li jun zhang",3,"School of Naval Architecture and Power",83646
166716,"junfang chen",3,"South China Normal Univ",91351
8482,"yihe zhang",5,"Beijing Key Laboratory of Materials Utilization of Nonmetallic Minerals and Solid Wastes School of Materials Science and Technology China University of Geosciences",3246
121053,"xiu juan shao",3,"Graduate School of Chinese Academy of Science",52557
83933,"y fan",4,"EHF Key Lab of Fundamental Science School of Electronic Engineering University of Electronic Science and Technology of China",80969
2588,"feng ye",0,"Institute for Advanced Ceramics",130760
196438,"guangli ren",0,"Xian Center of Geological Survey",88787
234469,"yeye li",3,"Institute of Environmental Remediation Dalian Maritime University",109560
323930,"jiang huijun",1,"Department of Automation",156843
36454,"jiansheng jie",1,"School of Electronic Science and Applied Physics",14531
26045,"lijuan wang",2,"College of Architecture",44973
276925,"xu chen zhou",19,"Dalian Medical University",131858
11995,"li chen",2,"State Key Lab Water Rsrc H",140840
70343,"yongsheng zhao",4,"College of Mechanical Engineering",28526
132823,"j wang",3,"Hefei National Laboratory for Physical Sciences at Microscale iChem Center University of Science and Technology of China",57387
99887,"s xu",1,"Institute of Rock and Soil Mechanics",43032
91985,"zhiqiao he",0,"College of Biological and Environmental Engineering",195035
359009,"ya chao li",1,"National Lab of Radar Signal Processing Xidian University",174811
210969,"han hsuan yeh",2,"Department of Electronic Engineering",96962
132107,"zhong jin",3,"School of Computer Science and Technology",72449
17395,"jianli zhu",1,"Hubei Bioinformatics and Molecular Imaging Key Laboratory",6606
