id,title,venue,year
120010,"Expression of EGFP and NPTII protein is not associated with organ abnormalities in deceased transgenic cloned cattle","Cloning and Stem Cells","xiuzhu_sun"
178403,"Water hammer risk evaluation for long distance gravity water transmission pipelines","ICPTT 2013 Trenchless Technology The Best Choice for Underground Pipeline Construction and Renewal Proceedings of the International Conference on Pipelines and Trenchless Technology","xiaoxue_wang"
158542,"Hierarchical nanowire arrays based on carbon nanotubes and Coinf3infOinf4inf decorated ZnO for enhanced photoelectrochemical water oxidation","Journal of Materials Chemistry A","mu_li"
183223,"Timedependent wavepacket diffusion method and its applications in organic semiconductors","International Journal of Quantum Chemistry","lu_han"
139427,"Integration optimization of production and utility system for refinerywide planning","IFAC Proceedings Volumes IFACPapersOnline","gang_rong"
59705,"The cool galactic R Coronae Borealis variable DY Persei","Astronomy and Astrophysics","h_t_lee"
69545,"Can we understand van Goghs mood Learning to infer affects from images in social networks","MM 2012 Proceedings of the 20th ACM International Conference on Multimedia","jia_jia"
197129,"Singlechannel and twochannel methods for recognizing short time weather phenomena from FY2C data","Proceedings 4th International Congress on Image and Signal Processing CISP 2011","hong_fan"
119846,"Investigation of an axialaxial flux compoundstructure permanentmagnet synchronous machine used for HEVs","Digests of the 2010 14th Biennial IEEE Conference on Electromagnetic Field Computation CEFC 2010","ping_zheng"
11667,"Restless leg syndrome and multiple sclerosis a casecontrol study in China","Sleep and Breathing","xiao_feng"
65667,"Species classification and quality assessment of Chaihu Radix Bupleuri based on highperformance liquid chromatographic fingerprint and combined chemometrics methods","Archives of Pharmacal Research","zhen_yu_li"
126356,"Characteristic spectral information of droplet transfer in pulsed MIG welding and its applications","Hanjie XuebaoTransactions of the China Welding Institution","sheng_gang_hu"
80076,"Experiment & simulation of sympathetic detonation tests","Beijing Ligong Daxue XuebaoTransaction of Beijing Institute of Technology","lang_chen"
66727,"The color matching of white leds based on twothree prinary colors and phosphor converted","Guti Dianzixue Yanjiu Yu JinzhanResearch and Progress of Solid State Electronics","xia_guo"
137217,"Video image mosaics in realtime based on SIFT","Proceedings 2010 1st International Conference on Pervasive Computing Signal Processing and Applications PCSPA 2010","qi_feng"
24142,"Lattice strain distributions in individual dealloyed PtFe catalyst nanoparticles","Journal of Physical Chemistry Letters","jun_luo"
75902,"Electroless plating of silver on microorganism cells","Advanced Materials Research","de_yuan_zhang"
157335,"Experimental investigation on anisotropic turbulent flow in a 6 × 6 rod bundle with LDV","Nuclear Engineering and Design","nan_yu"
45158,"Nonlinear vibration analysis of suspension network structure with linear hardening material","Zhendong yu ChongjiJournal of Vibration and Shock","xiao_wu"
126780,"Serviceoriented framework of information integration for battlefield environment support","Xitong Fangzhen Xuebao Journal of System Simulation","huan_li"
86038,"Special hydrogen bonds observed in two monovalent metal carboxylatephosphinates NaHPhPO2C2H 4COOH2infin and KHPhPO2C 2H4COOH2H2O infin","Journal of Molecular Structure","jian_wei_zhang"
193083,"The quantification of the relating degree of parts based on the fuzzy synthesizing evaluation method","IEEE International Symposium on Electronics and the Environment","dong_xiang"
66687,"Fabrication of 980 nm vertical cavity surface emitting lasers","Pan Tao Ti Hsueh PaoChinese Journal of Semiconductors","xia_guo"
97776,"Stabilization of simulated lead sludge with iron sludge via formation of PbFe","Chemosphere","yongbin_zhao"
20519,"Monte Carlo simulation of differential optical beam deflection system for measuring acoustic surface waves","Huazhong Keji Daxue Xuebao Ziran Kexue BanJournal of Huazhong University of Science and Technology Natural Science Edition","jian_lu"
88719,"In vitro efficacy of mda7 gene for hepatocellular carcinoma gene therapy mediated by human ribosomal DNA targeting vector","Progress in Biochemistry and Biophysics","qian_pan"
174410,"New applications of electrochemistry to ICF target preparation","Qiangjiguang Yu LizishuHigh Power Laser and Particle Beams","kai_du"
3273,"Centrifuge modelling of deep excavation over existing tunnels","Proceedings of the Institution of Civil Engineers Geotechnical Engineering","dongmei_zhang"
110222,"Grapheneencapsulated silica as matrix solidphase dispersion extraction sorbents for the analysis of polymethoxylated flavonoids in the leaves of Murraya panaculata L Jack","Journal of Separation Science","xuwen_li"
119051,"Mammary inflammation around parturition appeared to be attenuated by consumption of fish oil rich in n3 polyunsaturated fatty acids","Lipids in Health and Disease","zhengfeng_fang"
150735,"A mesoporous PtTiO2 nanoarchitecture with catalytic and photocatalytic functions","Chemistry A European Journal","suk_yin_lai"
195686,"Design of a widestopband bandpass filter by using different feeding positions of the IO Ports","Journal of Electromagnetic Waves and Applications","c_y_hung"
27757,"Spectral matching based on hidden Markov model","Proceedings of SPIE The International Society for Optical Engineering","xiangbin_kong"
23038,"Magneticparticlebased ultrasensitive chemiluminescence enzyme immunoassay for free prostatespecific antigen","Analytica Chimica Acta","wei_zhang"
4464,"Research on encryption key extraction from iris feature","International Journal of Security and its Applications","yong_wei"
8612,"Benzodiazepine and risk of hip fractures in older people A nested casecontrol study in Taiwan","American Journal of Geriatric Psychiatry","erin_chia_hsuan_wu"
21954,"Alginate hydrogel conglutinate cells on the surface of polycaprolactone vascular scaffolds fabricated by electrospinning","Journal of Biomaterials and Tissue Engineering","li_jia_pan"
112619,"Bearing capacity analysis of partial concrete encased steel composite columns","Harbin Gongye Daxue XuebaoJournal of Harbin Institute of Technology","xiu_li_wang"
159119,"A new molecularly imprinted polymer prepared by surface imprinting technique for selective adsorption towards kaempferol","Polymer Bulletin","yongsheng_yan"
59058,"Threedimensional ultrathin Snpolypyrrole nanosheet network as high performance lithiumion battery anode","RSC Advances","peng_dou"
119180,"Enumeration of cyclic polyazulenoids","Journal of Mathematical Chemistry","xiaoling_zhang"
159764,"Supinetostanding transcranial Doppler test in patients with multiple system atrophy","Parkinsonism and Related Disorders","ying_huan_hu"
102812,"Determination of T2 toxin in cereal grains by high performance liquid chromatography with fluorescence detection after immunoaffinity column cleanup and precolumn derivatization","Chinese Journal of Chromatography Se Pu","jun_li"
81234,"Theoretical and experimental study on transmission properties of THz wave in metalcoated hollow waveguide","Wuli XuebaoActa Physica Sinica","jian_quan_yao"
12532,"Effect of large scale reclamation on hydrodynamic circulation in Victoria Harbour of Hong Kong","Tongji Daxue XuebaoJournal of Tongji University","shuguang_liu"
80688,"PIKE mediates EGFR proliferative signaling in squamous cell carcinoma cells","Oncogene","z_xie"
194338,"MiR18b inhibits TGFβ1induced differentiation of hair follicle stem cells into smooth muscle cells by targeting SMAD2","Biochemical and Biophysical Research Communications","yulin_li"
151995,"Solvent selection for polyacrylonitrile using molecular dynamic simulation and the effect of process parameters of magneticfieldassisted electrospinning on fiber alignment","High Performance Polymers","yaqing_liu"
49082,"Synergistic effect between siliconecontaining macromolecular charring agent and ammonium polyphosphate in flame retardant polypropylene","Journal of Applied Polymer Science","changyu_yin"
8283,"A New Organic Upconversion Laser Dye HEASPS","Chinese Chemical Letters","xiao_mei_wang"
54518,"Results from KIMS","AIP Conference Proceedings","y_j_kwon"
102190,"Structural basis of the NorrinFrizzled 4 interaction","Cell Research","h_eric_xu"
83626,"Structures and dynamics of twodimensional dust lattices with and without coulomb molecules in plasmas","Chinese Physics Letters","feng_huang"
23108,"Facile synthesis of a mesoporous silicasupported catalyst for Rucatalyzed transfer hydrogenation of ketones","Chemical Communications","guohua_liu"
110038,"Enhancement of switching speed by laserinduced clustering of nanoparticles in magnetic fluids","Applied Physics Letters","jin_liu"
47594,"Application of concrete with phasechange materials in pavement infrared camouflage","Binggong XuebaoActa Armamentarii","xian_hui_rong"
203073,"Application value of laparoscopic pancreatoduodenectomy","World Chinese Journal of Digestology","xi_huang"
48834,"In situ synthesis characterization and catalytic activity of ZSM5 zeolites on kaolin microspheres from aminefree system","Journal of Porous Materials","xiang_li"
68978,"Eggshell membranes as a noninvasive sampling for molecular studies of Chinese alligators Alligator sinensis","African Journal of Biotechnology","xiao_bing_wu"
32036,"The Effect of miR132 miR146a and miR155 on MRP8TLR4Induced AstrocyteRelated Inflammation","Journal of Molecular Neuroscience","linhong_li"
177848,"Improved error detection ability of binary arithmetic codes","MAPE2005 IEEE 2005 International Symposium on Microwave Antenna Propagation and EMC Technologies for Wireless Communications Proceedings","jianhua_lu"
196147,"Toward an ideal animal model to trace donor cell fates after stem cell therapy Production of stably labeled multipotent mesenchymal stem cells from bone marrow of transgenic pigs harboring enhanced green fluorescence protein gene","Journal of Animal Science","e_c_h_cheng"
31997,"Methionine and cystine double deprivation stress suppresses glioma proliferation via inducing ROSautophagy","Toxicology Letters","chen_zhong"
12950,"Effects of different fluxes on the characteristics of SnZn solders","Hanjie XuebaoTransactions of the China Welding Institution","songbai_xue"
44348,"Discharge height of lightning narrow bipolar events","Journal of Geophysical Research Atmospheres","ting_wu"
171820,"A homogeneous pingpang architecture for SAR realtime imaging","Proceedings of SPIE The International Society for Optical Engineering","xiutan_wang"
114625,"Effect of the cell distance on the cathode in single chamber SOFC short stack","Journal of the Electrochemical Society","wenhui_su"
185143,"Positive expression of ERCC1 predicts a poorer platinumbased treatment outcome in Chinese patients with advanced nonsmallcell lung cancer","Medical Oncology","jun_zhao"
32253,"A novel analysis model of Chinas new energy talents","Renewable Energy","han_luo"
34681,"Preparation and modification of soluble bismaleimide oligopolymer","Proceedings of the IEEE International Conference on Properties and Applications of Dielectric Materials","yong_fan"
136851,"Words not in the story Paratextual analysis of moral education in a school edition of Gullivers Travels in China","International Research in Childrens Literature","haifeng_hui"
86064,"High performance liquid chromatographic determination of phenolic compounds in propolis","Tropical Journal of Pharmaceutical Research","li_yang"
47543,"Multilocus sequence typing of Candida albicans bloodstream isolates in an intensive care unit","Journal of Sichuan University Medical Science Edition","yi_xie"
104541,"A note on the five valued conjectures of Johansen Helleseth and Kholosha and zeta functions","IEEE Communications Letters","michael_harrison"
50521,"The glucose metabolic frame of conditions induce the overproduction of a coculture pigment Induction mechanism of the pigment and development of a specific eutrophicoligotrophic transition cultivation system","Bioprocess and Biosystems Engineering","zhou_zhenzhen"
66790,"Progress on copolymerization of sixmembered cyclic carbonates DTC or TMC with εcaprolactone","Gaofenzi Cailiao Kexue Yu GongchengPolymeric Materials Science and Engineering","xi_li"
1677,"GAQlearning algorithmbased operation planning model for virtual maintenance process","Binggong XuebaoActa Armamentarii","hai_tao_wang"
115963,"Comparison of 16S rRNA gene PCR and blood culture for diagnosis of neonatal sepsis","Archives de Pediatrie","m_sun"
140328,"Dealing with noise in defect prediction","Proceedings International Conference on Software Engineering","hongyu_zhang"
133000,"Effect of fuguang pellet on Bcl2 and Bax expression after optic nerve crush in rabbits","International Journal of Ophthalmology","yan_zhang"
133024,"Effects of solution composition on morphology of macropore arrays etched by electrochemical etching on high ρ nSi","Gongneng CailiaoJournal of Functional Materials","yu_zou"
15277,"First Principles Analysis for Electronic Structure of LaNi5xCox Alloys","Acta Physico Chimica Sinica","shi_chen"
95855,"The complete genome sequence of footandmouth disease virus OAkesu58 strain and its some molecular characteristics","Archives of Virology","x_p_cai"
200176,"Investigation of impurity ion transport with laser blowoff in HL2A tokamak","Chinese Physics Letters","yuan_huang"
105599,"Three green luminescent cadmium complexes containing 8aminoquinoline ligands Syntheses crystal structures emission spectra and DFT calculations","Journal of Luminescence","liang_fang_huang"
9985,"Regulatory T cells ameliorate cardiac remodeling after myocardial infarction","Basic Research in Cardiology","ting_ting_tang"
173700,"Phthalocyanine derivatives for solutionprocessed organic thinfilm transistors","Proceedings of SPIE The International Society for Optical Engineering","shaoqiang_dong"
51407,"A novel copperIIradical complex with ferromagnetic interaction Synthesis crystal structure and magnetic properties","Inorganica Chimica Acta","dong_zhao_gao"
105147,"Research on aggregative index for electricity market","Dianli Xitong ZidonghuaAutomation of Electric Power Systems","hua_qing_zhang"
126717,"S100A6 stimulates proliferation and migration of colorectal carcinoma cells through activation of the MAPK pathways","International Journal of Oncology","haiyan_wang"
163243,"Control of Tobacco mosaic virus by PopW as a result of induced resistance in tobacco under greenhouse and field conditions","Phytopathology","dong_dong_niu"
200197,"Spectral analysis in EUV range for study of core impurity behavior in HL2A","Plasma Science and Technology","shigeru_morita"
51496,"Study of fabricated system based on laser","3rd IEEE International Conference on NanoMicro Engineered and Molecular Systems NEMS","xiaotang_hu"
164971,"A 55nm 086Volt operation 75MHz high speed 96uAMHz low power wide voltage supply range 2Mbit splitgate embedded Flash","2013 International Symposium on VLSI Design Automation and Test VLSIDAT 2013","c_f_lee"
80356,"Effect of Si content on the microstructure and mechanical properties of MoAlSiN coatings","Vacuum","b_prakash"
106340,"A novel compound RY104 downregulates Pglycoprotein expression and reverses multidrugresistant phenotype in human breast cancer MCF7ADR cells","Biomedicine and Pharmacotherapy","xiaofan_yang"
28085,"Characterization of a novel Xenopus SH3 domain binding protein 5 like xSH3BP5L gene","Biochemical and Biophysical Research Communications","yan_xiao"
201888,"Inhibitors for magnesium alloy AZ91D in automobile engine coolant","Corrosion Science and Protection Technology","wei_zhang"
30102,"Online determining device of permeability for sinter mixture","Journal of Iron and Steel Research","fei_teng"
170280,"Dispersion of boron nitride nanotubes in aqueous solution with the help of ionic surfactants","Solid State Communications","b_m_cheng"
118572,"Proteomic analysis of cellular protein expression profiles in response to grass carp reovirus infection","Fish and Shellfish Immunology","tu_wang"
201982,"Dielectricbased subwavelength metallic meanders for wideangle band absorbers","Optics Express","yun_zhou"
10800,"Is involvedfield radiotherapy based on CT safe for patients with limitedstage smallcell lung cancer","Radiotherapy and Oncology","xiao_long_fu"
186614,"Mucinous eccrine naevus presenting with hyperhidrosis A case report 7","Acta DermatoVenereologica","sui_qing_cai"
86552,"A facile scanometric strategy for ultrasensitive detection of protein using aptamerinitiated rolling circle amplification","Chemical Communications","feng_yan"
190359,"Sulfurcontaining polyurethanes as novel macro photoinitiators comprising inchain benzophenone and coinitiator amine for photopolymerization","EPolymers","jun_wei"
203012,"Identification of Mycobacterium tuberculosis PPE68Specific HLAA*0201Restricted Epitopes for Tuberculosis Diagnosis","Current Microbiology","zhi_liang_duan"
49577,"11Craclopride PET imaging of neural progenitor cells implanted in spinal cords of rabbits","He JishuNuclear Techniques","jinming_zhang"
171195,"Wavelet analysis of nuclear magnetic resonance signal characteristics","Proceedings of the 2007 International Conference on Wavelet Analysis and Pattern Recognition ICWAPR 07","ji_yang_dong"
122139,"KrF laserinduced nanometer Si crystallites formation and TEM observation","Materials Research Society Symposium Proceedings","zhifeng_li"
195829,"Fracture strength characterization and failure analysis of silicon dies","Proceedings of SPIE The International Society for Optical Engineering","s_h_ho"
28126,"Research into hypocholesterolemic effects and the mechanisms of FPS in dietary hypercholestrolemic rats","Chinese Pharmacological Bulletin","xiao_yun_duan"
135064,"Workplace sexual harassment in two general hospitals in Taiwan The incidence perception and gender differences","Journal of Occupational Health","huei_jun_chen"
164804,"Evaluation of topographic gastric histology in H pylori infection A comparative study with CLO test and bacterial culture","Tzu Chi Medical Journal","c_h_chien"
105997,"Early and midterm results of endovascular aneurysm repair for infrarenal abdominal aortic aneurysm","National Medical Journal of China","dian_ning_dong"
16390,"Research on filtration control technology of fracturing fluid in fractured formation","Drilling Fluid and Completion Fluid","lina_kong"
81620,"Nonlinear elastodynamic behaviour analysis of highspeed spatial parallel coordinate measuring machines","International Journal of Advanced Robotic Systems","wenbin_li"
158674,"Fluxpinninginduced magnetostriction and stress in a transversely isotropic thin superconducting disk with a concentric small hole","Journal of Superconductivity and Novel Magnetism","q_h_li"
5065,"A novel algorithm infomapSA of detecting communities in complex networks","Journal of Communications","yuhua_liu"
24138,"A simple and scalable graphene patterning method and its application in CdSe nanobeltgraphene Schottky junction solar cells","Nanoscale","lin_gan"
77420,"Associations of primiR34bc and premiR196a2 Polymorphisms and Their Multiplicative Interactions with Hepatitis B Virus Mutations with Hepatocellular Carcinoma Risk","PLoS ONE","yifang_han"
4033,"A flexible calibration method for laser displacement sensors based on a stereotarget","Measurement Science and Technology","jie_zhang"
202489,"Layercontrolled and waferscale synthesis of uniform and highquality graphene films on a polycrystalline nickel catalyst","Advanced Functional Materials","xiumei_geng"
71184,"Quantitative structuretoxicity relationships for derivates of benzanilides to Daphnia magna","Bulletin of Environmental Contamination and Toxicology","l_wang"
17227,"Measurement of the average local energy spread of electron beam via coherent harmonic generation","Physical Review Special Topics Accelerators and Beams","meng_zhang"
201821,"DNAPKcsmediated stabilization of p53 by JNK2 is involved in arseniteinduced DNA damage and apoptosis in human embryo lung fibroblast cells","Toxicology Letters","lu_shen"
95038,"Pulmonary embolization as the primary clinical manifestation of intravenous leiomyomatosis with intracardiac extension","Annals of Thoracic Surgery","guangjun_chen"
119523,"Preparation of two organoselenium compounds and their induction of apoptosis to SMMC7221 cells","Biological Trace Element Research","qing_wang"
22001,"Vertebrate slit a secreted ligand for the transmembrane protein roundabout is a repellent for olfactory bulb axons","Cell","tanya_fagaly"
9875,"Influence of KDP crystals refractiveindex nonuniformities on 3ω conversion efficiency","Qiangjiguang Yu LizishuHigh Power Laser and Particle Beams","fang_wang"
82438,"Stressstrain model of corroded concrete under uniaxial compressive loading","Journal Wuhan University of Technology Materials Science Edition","yunqiong_zhai"
27345,"Joint XPI and ISI cancellation for duallypolarized radio systems over earthspace links","Procedia Engineering","wanyu_wang"
193947,"Effect of rare earth hypophosphite salts on the fire performance of biobased polylactide composites","Industrial and Engineering Chemistry Research","bibo_wang"
83918,"Modeling of human body for animation by microsensor motion capture","2009 2nd International Symposium on Knowledge Acquisition and Modeling KAM 2009","gang_li"
134929,"Multiplexed quantification of 63 proteins in human urine by multiple reaction monitoringbased mass spectrometry for discovery of potential bladder cancer biomarkers","Journal of Proteomics","chien_lun_chen"
53295,"Distribution and prevention of dammed lakes triggered by Wenchuan Earthquake","Proceedings of SPIE The International Society for Optical Engineering","boqin_zhu"
104427,"Transportation behaviour of fluopicolide and its control effect against Phytophthora capsici in greenhouse tomatoes after soil application","Pest Management Science","lili_jiang"
48666,"Effect of scoparone on intracellular calcium concentration of guinea pig airway smooth muscle cells in primary culture and subculture","Chinese Pharmacological Bulletin","lei_wang"
171475,"The design of the integrator of sigmadelta modulator","Key Engineering Materials","liang_liu"
202094,"Tumorsuppressing function of human esophageal cancer related gene 4 in esophageal squamous cell carcinoma","National Medical Journal of China","li_ping_guo"
102520,"Schistosomiasis status in Peoples Republic of China in 2010","Chinese Journal of Schistosomiasis Control","hao_zheng"
52850,"Fabrication of manganese dioxide nanoplates anchoring on biomassderived crosslinked carbon nanosheets for highperformance asymmetric supercapacitors","Journal of Power Sources","neng_yu"
126463,"JointAL Joint discriminative and generative active learning for crossdomain semantic concept classification","Proceedings 2010 IEEE 4th International Conference on Semantic Computing ICSC 2010","alexander_hauptmann"
99448,"Hydrogen embrittlement of rail steels","Corrosion","c_h_huang"
159304,"Internetenhanced automation in micro environment","Proceedings of the World Congress on Intelligent Control and Automation WCICA","yuechao_wang"
65798,"Reduction of efficiency droop in InGaN lightemitting diode grown on selfseparated freestanding GaN substrates","IEEE Photonics Technology Letters","yen_hsiang_fang"
73919,"Protective effects of Raphanus sativus extract on intestinal mucosal peroxide damage in rats with incomplete intestinal obstruction","World Chinese Journal of Digestology","lan_luo"
137008,"Effects of simulated warming and precipitation change on growth characteristics and grain yield of spring wheat in semiarid area","Nongye Gongcheng XuebaoTransactions of the Chinese Society of Agricultural Engineering","fulin_yang"
82981,"Radiation dose reduction with chest CT using iterative reconstruction technique","Chinese Journal of Radiology China","qing_chu_li"
37138,"Higher levels of soluble Fas ligand and transforming growth factorβ after omalizumab treatment A case report","Journal of Microbiology Immunology and Infection","ka_yin_tsui"
9205,"Lymphoma endothelium preferentially expresses Tim3 and facilitates the progression of lymphoma by mediating immune evasion","Journal of Experimental Medicine","xiaoyuan_huang"
22619,"Timedomain simulation of the wavecurrent diffraction from 3D body","ChineseGerman Joint Symposium on Hydraulic and Ocean Engineering JOINT 2008","bin_teng"
151698,"Distal arterial bypass for treatment of critical lower limb ischemia","Journal of Dalian Medical University","ming_qi"
77943,"Gasfilled recoil separator for superheavy nuclei","Yuanzineng Kexue JishuAtomic Energy Science and Technology","tian_heng_huang"
122156,"Properties of VO2 thin film prepared with precursor VOacac2","Journal of Crystal Growth","jie_liu"
193576,"Relative contribution of small and large intestine to deglycosylation and absorption of flavonoids from chrysanthemun morifolium extract","Journal of Agricultural and Food Chemistry","dong_li_sun"
88240,"Surgical treatment of a giant neurofibroma","Journal of Craniofacial Surgery","mo_yi_sun"
119085,"Energy saving potential of low temperature hot water system based on air source absorption heat pump","Applied Thermal Engineering","xiaoling_zhang"
170340,"A comparison study on hydrogen sensing performance of PtMoO3 nanoplatelets coated with a thin layer of Ta2O5 or La 2O3","8th Annual IEEE International Conference on NanoMicro Engineered and Molecular Systems IEEE NEMS 2013","g_chen"
113536,"Calciumsensing receptor activation contributed to apoptosis stimulates TRPC6 channel in rat neonatal ventricular myocytes","Biochemical and Biophysical Research Communications","shan_li_feng"
5388,"Paraquinodimethanebridged perylene dimers and pericondensed quaterrylenes The effect of the fusion mode on the ground states and physical properties","Chemistry A European Journal","zhe_sun"
192878,"Study on wavelengthtunable photodetector with surface plasma wave excitation filter","2010 Symposium on Photonics and Optoelectronic SOPO 2010 Proceedings","yufeng_shang"
176450,"A microjet array cooling system for thermal management of highbrightness LEDs","IEEE Transactions on Advanced Packaging","xiaobing_luo"
46311,"Using of magnesium hydroxide and sodium hydroxide in DP beaching of NaOHAQ wheat straw pulp","Advanced Materials Research","gui_hua_yang"
167775,"Study on magnetic memory testing and its applications","Beijing Ligong Daxue XuebaoTransaction of Beijing Institute of Technology","yu_yang"
152891,"Heme oxygenase1 upregulation significantly inhibits TNFα and Hmgb1 releasing and attenuates lipopolysaccharideinduced acute lung injury in mice","International Immunopharmacology","gang_chen"
79163,"A protocol to fabricate nanostructured new phase B31type MnS synthesized under high pressure","Journal of the American Chemical Society","guanjun_xiao"
140239,"Preclinical optimization of a broadspectrum antibladder cancer tridrug regimen via the Feedback System Control FSC platform","Scientific Reports","xianting_ding"
7781,"Flexible copper wires through galvanic replacement of zinc paste A highly costeffective technology for wiring flexible printed circuits","Journal of Materials Chemistry C","jingping_liu"
37001,"Hyposensitization therapy reduced exhaled nitric oxide in asthmatic children with corticosteroid dependency","Acta Paediatrica Taiwanica","ming_yung_lee"
163166,"Development and validation of a highperformance liquid chromatographytandem mass spectrometry method for the rapid simultaneous quantification of aconitine mesaconitine and hypaconitine in rat plasma after oral administration of sini decoction","Journal of Analytical Toxicology","lin_jun_you"
144510,"The DCM stability issue of voltage regulators using a currentmode constant ontime controller control","2013 IEEE Energy Conversion Congress and Exposition ECCE 2013","guan_yu_lin"
167583,"The accuracy of glial fibrillary acidic protein in acute stroke differential diagnosis A metaanalysis","Scandinavian Journal of Clinical and Laboratory Investigation","yi_sun"
171939,"Beam alignment in Laser Interference Nanolithography","2nd International Conference on Information Science and Engineering ICISE2010 Proceedings","zuobin_wang"
44660,"The relationship between EGFR HER2 and HER3 protein expression response and prognosis in patients with advanced NSCLC treated with gefitinib","Chinese Journal of Clinical Oncology","jianming_xu"
187216,"Effect of annealing temperature on characteristics of Ni 49Fe51 films sputter deposited on SiO2Si 1 0 0","Vacuum","hong_qiu"
153326,"An approximate carrierbased compact model for fully depleted surroundinggate MOSFETs with finite doping body","2007 NSTI Nanotechnology Conference and Trade Show NSTI Nanotech 2007 Technical Proceedings","mansun_chan"
49438,"Preparation of hybrid films containing polyoxometalate and fluorescein and their electrochemically induced fluorescence switching behaviors","Journal of Materials Chemistry C","lihua_bi"
94818,"Caudatin induces cell apoptosis in gastric cancer cells through modulation of Wntβcatenin signaling","Oncology Reports","celi_yang"
166818,"Implementation of VCSELs equivalent circuit model in SPICE","Guti Dianzixue Yanjiu Yu JinzhanResearch and Progress of Solid State Electronics","yixin_zhang"
79603,"Green fabrication of antibacterial polymersilver nanoparticle nanohybrids by dualspinneret electrospinning","RSC Advances","hua_he"
13953,"New method for lightning location using optical ground wire","Chinese Optics Letters","zhaoyu_qin"
66971,"Physics of Si based avalanche detectors with builtin selfquenching and selfrecovering capabilities","Asia Communications and Photonics Conference ACP","xia_guo"
135405,"T614 alters the production of matrix metalloproteinases MMP1 andMMP3 and inhibits the migratory expansion of rheumatoid synovial fibroblasts in vitro","International Immunopharmacology","nan_shen"
68752,"Multicolor coherenceinduced negative refraction in threelevel atomic system","Chinese Optics Letters","hongju_guo"
195728,"Design fabrication of multilayer HTS filters","Chinese Journal of Physics","c_y_huang"
185302,"A pHsensitive graphene oxide composite hydrogel","Chemical Communications","xiaolin_wang"
138197,"OFDMIDMA with user grouping","IEEE Transactions on Communications","wenshu_zhang"
159270,"Hspb8 expression in brain tissue after cerebral ischemic reperfusion and atorvastatin intervention in sprague–dawley rats","Neurological Research","lijun_zheng"
145383,"Highly enantioselective direct vinylogous Michael addition of γsubstituted deconjugated butenolides to maleimides catalyzed by chiral squaramides","RSC Advances","li_na_jia"
201176,"HPLC determination and pharmacokinetics of sustainedrelease bupropion tablets in dogs","Journal of Pharmaceutical and Biomedical Analysis","famei_li"
130101,"MiR29a and miR1423p downregulation and diagnostic implication in human acute myeloid leukemia","Molecular Biology Reports","zhen_xiao"
108601,"Cubic SiC for trace heavy metal ion analysis","Electrochemistry Communications","nan_huang"
115397,"Characterization and expression of DDX6 during gametogenesis in the Chinese mitten crab Eriocheir sinensis","Genetics and Molecular Research","j_xie"
88670,"Arabidopsis SDIR1 enhances drought tolerance in crop plants","Bioscience Biotechnology and Biochemistry","hui_shan_guo"
195131,"A clusterbased parallel geometric correction algorithm for photogrammetry","Proceedings of the 1st International Conference on Networking and Distributed Computing ICNDC 2010","shuang_song"
163540,"γray spectroscopy in Λ hypernuclei","Nuclear Physics A","j_franz"
67968,"Contactless conductivity detector for capillary electrophoresis chip","Nami Jishu yu Jingmi GongchengNanotechnology and Precision Engineering","hai_feng_zhang"
174415,"Properties of W doped diamondlike carbon films prepared by pulsed laser deposition","Xiyou Jinshu Cailiao Yu GongchengRare Metal Materials and Engineering","yongjian_tang"
129884,"Preceding pain symptoms and Parkinsons disease A nationwide populationbased cohort study","European Journal of Neurology","r_m_wu"
58700,"Imaging spectrum of thoracic melioidosis","Journal of Thoracic Imaging","sheung_fat_ko"
39878,"Vertical mergers and acquisitions of listed coal companys financial performance evaluation A case study of China coal energy vertical mergers and acquisitions","ICEMMS 2011 Proceedings 2011 2nd IEEE International Conference on Emergency Management and Management Sciences","fei_huang"
84560,"Robust H∞ static output feedback control of discretetime piecewise affine systems","2009 IEEE International Conference on Control and Automation ICCA 2009","gang_feng"
29778,"Theoretical simulation of carrier capture and relaxation rates in quantumdot semiconductor optical amplifiers","Journal of Applied Physics","ling_guo"
130211,"Reactive voltage coordinated control for distribution network with DGs and DSTATCOMs","Dianli Xitong ZidonghuaAutomation of Electric Power Systems","weifang_huang"
51945,"GaNAlGaN twodimensional electron gas grown by ammoniaMBE on MOCVD GaN template","Physica Status Solidi B Basic Research","s_rolfe"
168612,"Theoretical explanation for influence of CO2 adsorption on thermoelastic model of coalrock","Yantu LixueRock and Soil Mechanics","xiao_chun_li"
43523,"Thermodynamic properties of polybrominated thianthrenes by density functional theory","Huagong XuebaoJournal of Chemical Industry and Engineering China","hongxia_yu"
91526,"A componentbased method for software architecture refinement","Proceedings of 2010 International Conference on Intelligent Control and Information Processing ICICIP 2010","xiaoli_li"
6502,"The antidiabetic drug metformin inhibits the proliferation of bladder cancer cells in vitro and in vivo","International Journal of Molecular Sciences","shan_xu"
176527,"Thermal modeling and design for microchannel cold plate with high temperature uniformity subjected to multiple heat sources","International Communications in Heat and Mass Transfer","zhangming_mao"
124620,"Ab initioRRKM approach toward the understanding of ethylene photodissociation","Journal of Chemical Physics","s_h_lin"
153489,"Analytic potential model for asymmetricunderlap gateallaround MOSFET","Technical Proceedings of the 2011 NSTI Nanotechnology Conference and Expo NSTINanotech 2011","yong_ma"
52785,"Zinc biofortification of wheat through fertilizer applications in different locations of China","Field Crops Research","ismail_cakmak"
